"aca.fav","tea.party","state","race","income","sex","age","education","month","year","polling.org","exp.medicaid"
0,1,"IN",NA,NA,"Female","30-44","postgraduate","January",2012,"Kaiser",NA
0,1,"MD","White",NA,"Male","45-64","college graduate","January",2012,"Kaiser",NA
0,NA,"MO",NA,NA,"Female","45-64",NA,"January",2012,"Kaiser",NA
0,1,"NJ","White",NA,"Male","45-64","some college","January",2012,"Kaiser",NA
0,0,"WA","White","$75,000+","Male","45-64","some college","January",2012,"Kaiser",NA
0,1,"CA","White","$40,000-$75,000","Male","18-29","high school graduate","January",2012,"Kaiser",NA
0,0,"IA","White",NA,"Male","45-64","college graduate","January",2012,"Kaiser",NA
0,NA,"IL","White","$20,000-$40,000","Male","30-44","postgraduate","January",2012,"Kaiser",NA
1,0,"WY","White","$40,000-$75,000","Female","30-44","postgraduate","January",2012,"Kaiser",NA
0,0,"CO","White","$20,000-$40,000","Female","65+","college graduate","January",2012,"Kaiser",NA
1,0,"AL","White","less than $20,000","Female","18-29","high school graduate","January",2012,"Kaiser",NA
1,0,"NY","White","$20,000-$40,000","Male","45-64","high school graduate","January",2012,"Kaiser",NA
NA,0,"TX","Hispanic",NA,"Female","18-29","college graduate","January",2012,"Kaiser",NA
0,0,"CA","Black","less than $20,000","Female","65+","high school graduate","January",2012,"Kaiser",NA
0,1,"WA","White","$20,000-$40,000","Female","45-64","some college","January",2012,"Kaiser",NA
1,0,"CA","White","$75,000+","Male","30-44","postgraduate","January",2012,"Kaiser",NA
NA,1,"IN","White","$40,000-$75,000","Female","45-64","college graduate","January",2012,"Kaiser",NA
0,0,"FL","Hispanic","$20,000-$40,000","Male","18-29","college graduate","January",2012,"Kaiser",NA
1,0,"CT","Hispanic","$20,000-$40,000","Male","30-44","high school graduate","January",2012,"Kaiser",NA
0,NA,"SC","White","less than $20,000","Female","45-64","high school graduate","January",2012,"Kaiser",NA
NA,0,"CA","Black","less than $20,000","Female","30-44","high school graduate","January",2012,"Kaiser",NA
1,1,"NJ","Hispanic","$40,000-$75,000","Male","18-29","less than a high school education","January",2012,"Kaiser",NA
0,0,"TX","Hispanic","$75,000+","Female","65+","some college","January",2012,"Kaiser",NA
0,NA,"MI","White","$20,000-$40,000","Female","45-64","less than a high school education","January",2012,"Kaiser",NA
1,1,"WV","White","$40,000-$75,000","Male","18-29","high school graduate","January",2012,"Kaiser",NA
0,1,"MT","White","$40,000-$75,000","Female","45-64","some college","January",2012,"Kaiser",NA
0,0,"FL","White","$75,000+","Male","65+","postgraduate","January",2012,"Kaiser",NA
NA,1,"MS","Black","$40,000-$75,000","Female","30-44","some college","January",2012,"Kaiser",NA
0,1,"MA","White","$40,000-$75,000","Female","30-44","some college","January",2012,"Kaiser",NA
0,0,"OH","White","$75,000+","Female","65+","high school graduate","January",2012,"Kaiser",NA
1,0,"NJ",NA,NA,"Female","65+",NA,"January",2012,"Kaiser",NA
0,0,"LA","Black","$20,000-$40,000","Female","65+","high school graduate","January",2012,"Kaiser",NA
NA,0,"WA","Hispanic","$20,000-$40,000","Male","45-64","college graduate","January",2012,"Kaiser",NA
0,1,"CA","White",NA,"Female","45-64","postgraduate","January",2012,"Kaiser",NA
NA,0,"NJ","Other",NA,"Female","18-29","high school graduate","January",2012,"Kaiser",NA
0,1,"IL","White","$75,000+","Male","45-64","postgraduate","January",2012,"Kaiser",NA
1,0,"NJ","White","$40,000-$75,000","Female","65+","postgraduate","January",2012,"Kaiser",NA
0,1,"FL","Hispanic","$20,000-$40,000","Female","65+","high school graduate","January",2012,"Kaiser",NA
NA,0,"IL","Black",NA,"Female","45-64","some college","January",2012,"Kaiser",NA
NA,0,"NY","Black","$75,000+","Male","30-44","college graduate","January",2012,"Kaiser",NA
1,0,"HI","Hispanic","$20,000-$40,000","Female","30-44","high school graduate","January",2012,"Kaiser",NA
0,0,"IA","White",NA,"Female","65+","high school graduate","January",2012,"Kaiser",NA
NA,0,"WA","Hispanic","less than $20,000","Male","30-44","some college","January",2012,"Kaiser",NA
1,NA,"AZ","Hispanic","$20,000-$40,000","Male","30-44","less than a high school education","January",2012,"Kaiser",NA
0,0,"NC","Black","less than $20,000","Female","65+","less than a high school education","January",2012,"Kaiser",NA
0,1,"OH","White","$20,000-$40,000","Female","45-64","high school graduate","January",2012,"Kaiser",NA
1,0,"NV","White","$75,000+","Female","45-64","college graduate","January",2012,"Kaiser",NA
0,1,"FL","White","$75,000+","Male","45-64","college graduate","January",2012,"Kaiser",NA
NA,0,"NJ","Hispanic","$40,000-$75,000","Female","30-44","some college","January",2012,"Kaiser",NA
NA,0,"MD","Hispanic","less than $20,000","Male","45-64","high school graduate","January",2012,"Kaiser",NA
1,1,"TX","Hispanic","$40,000-$75,000","Male","18-29","less than a high school education","January",2012,"Kaiser",NA
0,0,"UT","White","$75,000+","Female","45-64","college graduate","January",2012,"Kaiser",NA
0,NA,"ME","White","$75,000+","Male","65+","some college","January",2012,"Kaiser",NA
NA,0,"TX","White","$20,000-$40,000","Female","65+","high school graduate","January",2012,"Kaiser",NA
0,0,"AL","White","$20,000-$40,000","Male","65+","some college","January",2012,"Kaiser",NA
0,NA,"NJ","White",NA,"Female","45-64","some college","January",2012,"Kaiser",NA
NA,0,"MA","White","$40,000-$75,000","Female","45-64","high school graduate","January",2012,"Kaiser",NA
0,0,"SC","Other","$40,000-$75,000","Female","45-64","high school graduate","January",2012,"Kaiser",NA
0,1,"TX","White",NA,"Male","65+","high school graduate","January",2012,"Kaiser",NA
0,0,"AR","White","$40,000-$75,000","Male","45-64","college graduate","January",2012,"Kaiser",NA
1,0,"HI",NA,NA,"Male","45-64",NA,"January",2012,"Kaiser",NA
1,0,"CT","White",NA,"Female","65+","high school graduate","January",2012,"Kaiser",NA
1,1,"WA","White","$20,000-$40,000","Male","30-44","some college","January",2012,"Kaiser",NA
0,0,"WI","White","$75,000+","Male","30-44","high school graduate","January",2012,"Kaiser",NA
1,0,"CA","White","$75,000+","Female","45-64","some college","January",2012,"Kaiser",NA
0,0,"FL","Black","$75,000+","Male","45-64","college graduate","January",2012,"Kaiser",NA
1,0,"PA","White","$75,000+","Male","45-64","postgraduate","January",2012,"Kaiser",NA
0,0,"FL","Hispanic","$75,000+","Female","30-44","college graduate","January",2012,"Kaiser",NA
0,0,"VA","White",NA,"Female","45-64","college graduate","January",2012,"Kaiser",NA
1,0,"VA","White",NA,"Male","30-44","postgraduate","January",2012,"Kaiser",NA
1,0,"TX","Black","$20,000-$40,000","Female","45-64","college graduate","January",2012,"Kaiser",NA
1,0,"GA","White","$75,000+","Female","45-64","some college","January",2012,"Kaiser",NA
1,0,"MN","Black","$40,000-$75,000","Female","65+","some college","January",2012,"Kaiser",NA
1,0,"VA","White","$75,000+","Female","65+","college graduate","January",2012,"Kaiser",NA
NA,0,"AK","White","$20,000-$40,000","Female","45-64","high school graduate","January",2012,"Kaiser",NA
1,0,"NY","White","$20,000-$40,000","Female","45-64","some college","January",2012,"Kaiser",NA
1,0,"NE","White","$40,000-$75,000","Male","45-64","college graduate","January",2012,"Kaiser",NA
0,0,"NJ","Black","$40,000-$75,000","Female","45-64","high school graduate","January",2012,"Kaiser",NA
1,0,"MO","Black","$20,000-$40,000","Female","65+","college graduate","January",2012,"Kaiser",NA
1,0,"FL","White","$75,000+","Female","45-64","postgraduate","January",2012,"Kaiser",NA
1,0,"IL","Black","$40,000-$75,000","Female","65+","postgraduate","January",2012,"Kaiser",NA
1,1,"TX","Hispanic","$20,000-$40,000","Male","30-44","college graduate","January",2012,"Kaiser",NA
1,NA,"AR","Black","$20,000-$40,000","Male","18-29","some college","January",2012,"Kaiser",NA
NA,0,"CA","Other","$75,000+","Male","18-29","some college","January",2012,"Kaiser",NA
1,0,"OH","White","less than $20,000","Female","18-29","high school graduate","January",2012,"Kaiser",NA
0,0,"VA","White","$40,000-$75,000","Male","30-44","high school graduate","January",2012,"Kaiser",NA
NA,1,"MS","Black","less than $20,000","Male","18-29","less than a high school education","January",2012,"Kaiser",NA
1,1,"OH","Black","$40,000-$75,000","Male","18-29","some college","January",2012,"Kaiser",NA
1,NA,"NY","White","$75,000+","Male","30-44","postgraduate","January",2012,"Kaiser",NA
NA,0,"OH","White",NA,"Female","18-29","high school graduate","January",2012,"Kaiser",NA
1,0,"NV","White","$75,000+","Female","45-64","college graduate","January",2012,"Kaiser",NA
0,0,"LA",NA,"less than $20,000","Male","30-44","some college","January",2012,"Kaiser",NA
1,0,"TX","Hispanic","$20,000-$40,000","Female","18-29","some college","January",2012,"Kaiser",NA
1,0,"IL","Hispanic","less than $20,000","Male","45-64","less than a high school education","January",2012,"Kaiser",NA
1,0,"NJ","White",NA,"Female","65+","college graduate","January",2012,"Kaiser",NA
0,1,"PA","White","$75,000+","Female","45-64","high school graduate","January",2012,"Kaiser",NA
1,0,"AL","White","$75,000+","Male","30-44","postgraduate","January",2012,"Kaiser",NA
0,1,"TX","White","$40,000-$75,000","Female","65+","some college","January",2012,"Kaiser",NA
0,0,"NJ","Other","$75,000+","Female","30-44","postgraduate","January",2012,"Kaiser",NA
NA,NA,"MD","Black","$40,000-$75,000","Female","18-29","college graduate","January",2012,"Kaiser",NA
1,0,"MO","Black","$20,000-$40,000","Female","65+","high school graduate","January",2012,"Kaiser",NA
0,0,"AR","Black","less than $20,000","Female","30-44","less than a high school education","January",2012,"Kaiser",NA
1,0,"MA","White","$40,000-$75,000","Male","45-64","postgraduate","January",2012,"Kaiser",NA
1,NA,"NY",NA,NA,"Female",NA,NA,"January",2012,"Kaiser",NA
1,1,"TX","White","$20,000-$40,000","Female","45-64","some college","January",2012,"Kaiser",NA
1,0,"MD","White",NA,"Female","45-64",NA,"January",2012,"Kaiser",NA
1,0,"GA","Black","$40,000-$75,000","Female","30-44","college graduate","January",2012,"Kaiser",NA
1,1,"MA","Hispanic","$40,000-$75,000","Male","30-44","some college","January",2012,"Kaiser",NA
1,0,"PA","White","$40,000-$75,000","Female","18-29","some college","January",2012,"Kaiser",NA
1,0,"MI","White","$40,000-$75,000","Male","45-64","college graduate","January",2012,"Kaiser",NA
1,0,"AR","White","$20,000-$40,000","Female","45-64","high school graduate","January",2012,"Kaiser",NA
1,0,"FL","White","less than $20,000","Female","45-64","high school graduate","January",2012,"Kaiser",NA
0,1,"AL","White",NA,"Female",NA,NA,"January",2012,"Kaiser",NA
0,0,"TN","White",NA,"Male","45-64","college graduate","January",2012,"Kaiser",NA
NA,0,"AZ","White","$75,000+","Male","45-64","postgraduate","January",2012,"Kaiser",NA
1,0,"VA","White","$75,000+","Female","30-44","some college","January",2012,"Kaiser",NA
1,0,"UT","White","$20,000-$40,000","Female","18-29","some college","January",2012,"Kaiser",NA
0,1,"VA","White","$40,000-$75,000","Male","45-64","college graduate","January",2012,"Kaiser",NA
0,1,"WV","Hispanic","$20,000-$40,000","Female","30-44","some college","January",2012,"Kaiser",NA
0,NA,"PA","White","less than $20,000","Female","45-64","high school graduate","January",2012,"Kaiser",NA
NA,0,"WA","White","$75,000+","Female","30-44","postgraduate","January",2012,"Kaiser",NA
0,0,"OK","White","$20,000-$40,000","Female","45-64","some college","January",2012,"Kaiser",NA
0,1,"IL","White","$40,000-$75,000","Female","30-44","postgraduate","January",2012,"Kaiser",NA
0,0,"NE","White","$75,000+","Male","65+","postgraduate","January",2012,"Kaiser",NA
0,1,"MS","White","$40,000-$75,000","Male","45-64","high school graduate","January",2012,"Kaiser",NA
NA,NA,"FL","Black",NA,"Female","18-29","high school graduate","January",2012,"Kaiser",NA
0,1,"WA","White","$75,000+","Female","45-64","some college","January",2012,"Kaiser",NA
1,0,"AZ","White","less than $20,000","Female","45-64","some college","January",2012,"Kaiser",NA
NA,NA,"TX","White",NA,"Female","45-64","high school graduate","January",2012,"Kaiser",NA
0,0,"NC","White","$40,000-$75,000","Female","45-64","high school graduate","January",2012,"Kaiser",NA
0,1,"OH","White","less than $20,000","Male","30-44","some college","January",2012,"Kaiser",NA
NA,0,"IL",NA,NA,"Male","45-64","college graduate","January",2012,"Kaiser",NA
1,0,"OH","White",NA,"Female","30-44","some college","January",2012,"Kaiser",NA
1,0,"NY","White","$75,000+","Female","45-64","college graduate","January",2012,"Kaiser",NA
0,1,"FL","White","$75,000+","Male","45-64","college graduate","January",2012,"Kaiser",NA
1,0,"NY","White","$40,000-$75,000","Male","45-64","postgraduate","January",2012,"Kaiser",NA
1,NA,"OH","Black",NA,"Female","65+","high school graduate","January",2012,"Kaiser",NA
0,1,"IA","White",NA,"Female","65+","high school graduate","January",2012,"Kaiser",NA
0,NA,"KS",NA,NA,"Female","45-64",NA,"January",2012,"Kaiser",NA
1,0,"WA","White","$20,000-$40,000","Male","18-29","less than a high school education","January",2012,"Kaiser",NA
NA,NA,"NC","White","$20,000-$40,000","Female","45-64","less than a high school education","January",2012,"Kaiser",NA
0,1,"AK","White","$40,000-$75,000","Male","45-64","some college","January",2012,"Kaiser",NA
NA,0,"CA","White","less than $20,000","Female","45-64","some college","January",2012,"Kaiser",NA
0,1,"FL","White","$40,000-$75,000","Male","65+","some college","January",2012,"Kaiser",NA
1,0,"MD","Black","$75,000+","Female","30-44","college graduate","January",2012,"Kaiser",NA
1,0,"MA","White","$40,000-$75,000","Female","45-64","some college","January",2012,"Kaiser",NA
1,0,"VA","Black","$40,000-$75,000","Female","30-44","postgraduate","January",2012,"Kaiser",NA
NA,0,"CA","White","less than $20,000","Female","45-64","high school graduate","January",2012,"Kaiser",NA
0,1,"MI","White","$75,000+","Female","45-64","some college","January",2012,"Kaiser",NA
NA,0,"ND",NA,"$20,000-$40,000","Male","45-64","some college","January",2012,"Kaiser",NA
0,0,"TX","Hispanic","$75,000+","Female","30-44","high school graduate","January",2012,"Kaiser",NA
1,0,"MI","White","$20,000-$40,000","Male","45-64","high school graduate","January",2012,"Kaiser",NA
0,NA,"FL","White","$75,000+","Male","30-44","postgraduate","January",2012,"Kaiser",NA
0,0,"MD","White","$75,000+","Female","18-29","postgraduate","January",2012,"Kaiser",NA
0,1,"PA","White","$20,000-$40,000","Male","65+","high school graduate","January",2012,"Kaiser",NA
0,0,"NJ","White","$40,000-$75,000","Male","65+","high school graduate","January",2012,"Kaiser",NA
0,0,"PA","Hispanic","less than $20,000","Female","30-44","high school graduate","January",2012,"Kaiser",NA
0,1,"IL","White",NA,"Female","18-29","some college","January",2012,"Kaiser",NA
0,NA,"KS","White",NA,"Male","30-44","college graduate","January",2012,"Kaiser",NA
0,1,"NC","White","$75,000+","Female","30-44","college graduate","January",2012,"Kaiser",NA
1,NA,"CO","Hispanic","less than $20,000","Female","45-64","less than a high school education","January",2012,"Kaiser",NA
0,0,"TX","Hispanic","$20,000-$40,000","Female","30-44","less than a high school education","January",2012,"Kaiser",NA
0,0,"OR","White","less than $20,000","Female","65+","high school graduate","January",2012,"Kaiser",NA
1,0,"MI","White","$20,000-$40,000","Female","45-64","postgraduate","January",2012,"Kaiser",NA
0,1,"NJ","White","$40,000-$75,000","Male","45-64","some college","January",2012,"Kaiser",NA
0,0,"CO","White","$75,000+","Male","30-44","postgraduate","January",2012,"Kaiser",NA
1,1,"AZ","White",NA,"Male","18-29","high school graduate","January",2012,"Kaiser",NA
NA,NA,"OK","Other","$20,000-$40,000","Male","45-64","some college","January",2012,"Kaiser",NA
0,1,"VA",NA,NA,"Male","45-64","some college","January",2012,"Kaiser",NA
0,1,"OK","White","$75,000+","Male","30-44","postgraduate","January",2012,"Kaiser",NA
0,0,"CT","White","$75,000+","Male","45-64","college graduate","January",2012,"Kaiser",NA
0,1,"VA","White","$75,000+","Male","65+","college graduate","January",2012,"Kaiser",NA
1,0,"AZ","White","$40,000-$75,000","Male","65+","high school graduate","January",2012,"Kaiser",NA
NA,0,"FL","White","$20,000-$40,000","Female","65+","high school graduate","January",2012,"Kaiser",NA
0,0,"FL","White","less than $20,000","Female","65+","high school graduate","January",2012,"Kaiser",NA
0,0,"TX",NA,"$75,000+","Male","30-44","college graduate","January",2012,"Kaiser",NA
0,0,"NC","White","$40,000-$75,000","Male","30-44","postgraduate","January",2012,"Kaiser",NA
0,1,"MI","White","$40,000-$75,000","Male","30-44","college graduate","January",2012,"Kaiser",NA
